QCod,QKateg,QPag,QLang,QLect,QPhoto,QSound,QBook
30605,1,200,4,"Duhet te ekzistoje gjithmone ne automjet kuti mjekesore me mjetet e domosdoshme te ndihmes se shpejte:","0","0","ΑΛΚΟΟΛ 18"
30606,1,25,4,"Cilat jane barnat dhe materjalet me te domosdoshme mjekesore qe duhet te kini ne farmaci te automjetit:","0","0","ΑΛΚΟΟΛ 19"
30607,1,25,4,"Ndikimi negativ i barnave qetesuese shtohet me perdorimin e alkoolit:","0","0","ΑΛΚΟΟΛ 20"
30609,1,25,4,"Barnat qetesuese ndikojne negativisht aftesine e drejtimit te shoferit:","0","0","ΑΛΚΟΟΛ 22"
30610,1,25,4,"Konsumimi i alkoolit mund te shkaktoje gjate shoferimit:","0","0","ΑΛΚΟΟΛ 24"
30611,1,25,4,"Konsumimi i alkoolit ndikon ne drejtimin e automjetit. Ndikimet e mundshme jane:","0","0","ΑΛΚΟΟΛ 27"
30612,1,25,4,"Nen cilat rethana, eshte e mundur mbasi te kete pire dikush akoma edhe sasi shume te paket pije alkoolike, te ulet aftesia e tij per te drejtuar automjetin:","0","0","ΑΛΚΟΟΛ 29"
30613,1,25,4,"Konsumimi i pijeve alkoolike mund te shkaktoje gjate drejtimit (shoferimit) te automjetit:","0","0","ΑΛΚΟΟΛ 30"
30614,1,25,4,"Konsumimi i pijeve alkoolike ndikon ne drejtimin e automjetit. Ndikimet e mundshme jane:","0","0","ΑΛΚΟΟΛ 31"
30615,1,25,4,"Gjendja shendetesore e juaj eshte e tille qe ju detyron te merrni barna (medikamente) te cilat mund te ndikojne ne menyren e shoferimit tuaj. Do te duhet te konsultoheni me:","0","0","ΑΛΚΟΟΛ 32"
30616,1,25,4,"Konsumimi i alkoolit mund te shkaktoje gjate shoferimit:","0","0","ΑΛΚΟΟΛ 33"
30617,1,2,4,"Nje korse e shpejtesise eshte e vlefshme pasi shmang ngadalesimin e rrjedhes se qarkullimit normal:","Id01","0","ΕΙΣΟΔΟΣ 01"
30618,1,1,4,"Per te hyre ne nje korse normale te qarkullimit te rruges automobilistike:","Id02","0","ΕΙΣΟΔΟΣ 02"
30619,1,16,4,"Njihni korsen e ngadalesimit te shpejtesise per aresye:","Id03","0","ΕΙΣΟΔΟΣ 03"
30620,1,23,4,"Korse pershpejtimi eshte :","0","0","ΕΙΣΟΔΟΣ 04"
30621,1,23,4,"Per te perdorur drejte nje korse me shpejtesi  te ngadalte:","0","0","ΕΙΣΟΔΟΣ 05"
30622,1,23,4,"Qe te perdorni drejte nje korse me shpejtesi te ngadalshme:","0","0","ΕΙΣΟΔΟΣ 06"
30623,1,18,4,"Ne cilin rast kur ju delni nga radha e automjeteve te parkuara, lejohet te nderprisni rymen e qarkullimit:","0","0","ΕΙΣΟΔΟΣ 07"
30624,1,1,4,"Levizni ne nje korse shpejtesie. Mund te hyni tek korseja normale e qarkullimit pas ketij automjeti me ngjyre te zeze:","Ie05","0","ΑΥΤΟΚΙΝΗΤΟΔΡΟΜΟΣ 05"
30625,1,1,4,"Kur ne rruge automobilistike qarkullimi eshte i dendur dhe behet ne rjeshta:","Ie10","0","ΑΥΤΟΚΙΝΗΤΟΔΡΟΜΟΣ 10"
30626,1,1,4,"Ne kondita normale te qarkullimit per te perdorur korsen e majte te rruges automobilistike duhet:","Ie11","0","ΑΥΤΟΚΙΝΗΤΟΔΡΟΜΟΣ 11"
30627,1,2,4,"Ne cdo udhetim, shoferi duhet te beje pushim ne vendet per parkim ne cdo:","Ie12","0","ΑΥΤΟΚΙΝΗΤΟΔΡΟΜΟΣ 12"
30628,1,16,4,"Ajri eshte:","Ie15","0","ΑΥΤΟΚΙΝΗΤΟΔΡΟΜΟΣ 15"
30629,1,201,4,"Ne rruge automobilistike, shpejtesia e autoveturave kufizohet ne:","Ie16","0","ΑΥΤΟΚΙΝΗΤΟΔΡΟΜΟΣ 16"
30630,1,16,4,"Ne rruge automobilistike mund te parkoni:","Ie20","0","ΑΥΤΟΚΙΝΗΤΟΔΡΟΜΟΣ 20"
30631,1,1,4,"Ne rruge automobilistike gjate kohes se nje parakalimi:","Ie21","0","ΑΥΤΟΚΙΝΗΤΟΔΡΟΜΟΣ 21"
30632,1,1,4,"Per te ndjekur daljen, kini zgjedhur korsen e posacme:","Ie23","0","ΑΥΤΟΚΙΝΗΤΟΔΡΟΜΟΣ 23"
30633,1,23,4,"Ndalesa nga nevoja eshte nje ndalese e automjetit, sepse:","0","0","ΑΥΤΟΚΙΝΗΤΟΔΡΟΜΟΣ 24"
30634,1,24,4,"Ne rrugen automobilistike, pikat ku mund te parkoni shenohen me tabela:","0","0","ΑΥΤΟΚΙΝΗΤΟΔΡΟΜΟΣ 25"
30635,1,24,4,"Ne rruge automobilistike ne rast se ka mjegull te dendur:","0","0","ΑΥΤΟΚΙΝΗΤΟΔΡΟΜΟΣ 26"
30636,1,24,4,"Era, ne lidhje me shpejtesite qe zhvillohen ne rrugen automobilistike, ndikon ne Ievizjen e sigurte te automjetit tuaj:","0","0","ΑΥΤΟΚΙΝΗΤΟΔΡΟΜΟΣ 27"
30637,1,24,4,"Kur dy rruge automobilistike bashkohen japin perparesi automjetet qe levizin:","0","0","ΑΥΤΟΚΙΝΗΤΟΔΡΟΜΟΣ 28"
30638,1,24,4,"Nese jini I detyruar te ndaloni ne rruge automobilistike:","0","0","ΑΥΤΟΚΙΝΗΤΟΔΡΟΜΟΣ 29"
30639,1,24,4,"Mund te realizoni ecje mbrapa ne nje korse e cila eshte per nevoja urgjente:","0","0","ΑΥΤΟΚΙΝΗΤΟΔΡΟΜΟΣ 30"
30640,1,24,4,"Ne nje korse te rruges per nevoja urgjente mundeni:","0","0","ΑΥΤΟΚΙΝΗΤΟΔΡΟΜΟΣ 31"
30641,1,24,4,"Ne nje rruge automobilistike ne kohe shiu:","0","0","ΑΥΤΟΚΙΝΗΤΟΔΡΟΜΟΣ 32"
30642,1,24,4,"Ne rruget automobilistike dhe ne rruget e qarkullimit te shpejte, ndalohet qarkullimi:","0","0","ΑΥΤΟΚΙΝΗΤΟΔΡΟΜΟΣ 33"
30643,1,24,4,"Rruga automobilistike:","0","0","ΑΥΤΟΚΙΝΗΤΟΔΡΟΜΟΣ 34"
30644,1,24,4,"Kur drejtoni automjetin per shume kohe ne nje rruge automobilistike mund te ndjeheni te lodhur. Veprimi me i mire ne kete rast eshte:","0","0","ΑΥΤΟΚΙΝΗΤΟΔΡΟΜΟΣ 35"
30645,1,24,4,"Duke drejtuar automjetin me shpejtesi te madhe plas nje gome e automjetit tuaj. Si veproni:","0","0","ΑΥΤΟΚΙΝΗΤΟΔΡΟΜΟΣ 36"
30646,1,24,4,"Nga pakujdesia kaluat daljen e rruges automobilistike nga e cila deshet te dilnit. Si do te veproni:","0","0","ΑΥΤΟΚΙΝΗΤΟΔΡΟΜΟΣ 39"
30647,1,24,4,"Ai qe hyn ne rruge automobilistike ka perparesi:","0","0","ΑΥΤΟΚΙΝΗΤΟΔΡΟΜΟΣ 40"
30648,1,24,4,"Kur lini nje rruge automobilistike, koncepti per shpejtesine tuaj eshte e mundur tju beje te djeheni se levizni:","0","0","ΑΥΤΟΚΙΝΗΤΟΔΡΟΜΟΣ 41"
30649,1,24,4,"Per te lene rrugen automobilistike ose nje rruge te qarkullimit te shpejte:","0","0","ΑΥΤΟΚΙΝΗΤΟΔΡΟΜΟΣ 42"
30650,1,201,4,"Korseja e majte e nje rruge automobilistike me tre korse qarkullimi, rekomandohet te perdoret nga nje shofer:","0","0","ΑΥΤΟΚΙΝΗΤΟΔΡΟΜΟΣ 43"
30651,1,16,4,"Ne rajon te banuar me ndricim naten, duhet te drejtoni automjetin me drita te ndezura te:","Ist01","0","ΟΡΑΤΟΤΗΤΑ 01"
30652,1,2,4,"Duhet te ndrroni dritat e ecjes me dritat e kryqezimit:","Ist02","0","ΟΡΑΤΟΤΗΤΑ 02"
30653,1,16,4,"Jashte rajonit te banuar gjate nates:","Ist03","0","ΟΡΑΤΟΤΗΤΑ 03"
30654,1,16,4,"Ne rast se ka mjegull:","Ist04","0","ΟΡΑΤΟΤΗΤΑ 04"
30655,1,16,4,"Qe te permiresoni pamjen ne rast mjegulle mundeni:","Ist06","0","ΟΡΑΤΟΤΗΤΑ 06"
30656,1,26,4,"Ne rast se bie shi shume I forte ndizni:","0","0","ΟΡΑΤΟΤΗΤΑ 07"
30657,1,26,4,"Pervec rajonit te banuar i ndizni detyrimisht dritat e kryqezimit edhe gjate dites:","0","0","ΟΡΑΤΟΤΗΤΑ 08"
30658,1,24,4,"Jeni duke ecur me automjetin tuaj ne rruge automobilistike. Bie shi dhe shkakton ulje te pamjes. Do te duhet:","0","0","ΟΡΑΤΟΤΗΤΑ 09"
30659,1,26,4,"Nese ndonje shofer i cili Ieviz ne drejtim te kundert ju verbon duke mbajtur dritat te ndezura:","0","0","ΟΡΑΤΟΤΗΤΑ 10"
30660,1,26,4,"Ktheheni nga nje rruge e cila eshte e ndricuar mire te nje rruge qe nuk ndricohet. Cfare duhet te kini kujdes ne kete rast:","0","0","ΟΡΑΤΟΤΗΤΑ 11"
30661,1,26,4,"Cilat ore jini te detyruar te ndizni dritat e kryqezimit ( dritat e mesme) te automjetit tuaj kur ai Ieviz:","0","0","ΟΡΑΤΟΤΗΤΑ 12"
30662,1,24,4,"Drejtoni automjetin me mjegull ne rruge automobilistike dhe pamjen e kini 40 m. Cila eshte shpejtesia te cilen nuk duhet ta mbikaloni:","0","0","ΟΡΑΤΟΤΗΤΑ 13"
30663,1,26,4,"Gjate dites duhet ti perdorni dritat:","0","0","ΟΡΑΤΟΤΗΤΑ 14"
30664,1,26,4,"Sa here qe parakaloni nje automjet, naten dhe lejohet te ndizni dritat e kalimit, e beni kete:","0","0","ΟΡΑΤΟΤΗΤΑ 15"
30665,1,26,4,"Cfare duhet te beni nese gjate dites futeni ne nje kalim nentokesor (tunel) me ndricim te paket:","0","0","ΟΡΑΤΟΤΗΤΑ 17"
30666,1,26,4,"Perse duhet te levizni edhe diten me dritat e mesit te ndezura te pakten, kur shikimi pengohet seriozisht nga renia e debores, mjegulla ose nga shiu:","0","0","ΟΡΑΤΟΤΗΤΑ 19"
30667,1,26,4,"Ne rajon te banuar te pandricuar mund te drejtoni automjetin tuaj me dritat e ecjes te ndezura:","0","0","ΟΡΑΤΟΤΗΤΑ 20"
30668,1,26,4,"Xhamat e automjetit tuaj kane zene akull. Cfare duhet te beni para se te niseni:","0","0","ΟΡΑΤΟΤΗΤΑ 22"
30669,1,26,4,"Cfare duhet te kontrolloni pervec te tjerave ne automjet ku ne te do te rimorkioni nje shtepi me rrota (ambulante) para se te niseni:","0","0","ΟΡΑΤΟΤΗΤΑ 24"
30670,1,26,4,"Akoma edhe diten duhet te drejtoni automjetin me drita te ndezura:","0","0","ΟΡΑΤΟΤΗΤΑ 25"
30671,1,12,4,"Per tju shmangur reshqitjes prej ujit:","Iz03","0","ΠΡΟΣΦΥΣΗ 03"
30672,1,15,4,"Akulli:","Iz04","0","ΠΡΟΣΦΥΣΗ 04"
30673,1,26,4,"Ngjitja mbi nje rruge te lagur eshte me e ulet ne krahasim me rrugen e thate ne nje perqindje:","0","0","ΠΡΟΣΦΥΣΗ 08"
30674,1,26,4,"Reshqitje uji ndodh:","0","0","ΠΡΟΣΦΥΣΗ 09"
30675,1,26,4,"Cfare duhet te beni kur ulet ngjitja:","0","0","ΠΡΟΣΦΥΣΗ 10"
30676,1,26,4,"Cilet jane reziqet qe shkaktohen nga reshqitja e ujit:","0","0","ΠΡΟΣΦΥΣΗ 11"
30677,1,26,4,"Pershpejtoni automjetin tuaj shume befas dhe ai fillon te reshqase. Veprimi i pare i juaj eshte te:","0","0","ΠΡΟΣΦΥΣΗ 12"
30678,1,26,4,"Perse kur fillon te bjere shi distanca siguruese duhet te jete me e madhe:","0","0","ΠΡΟΣΦΥΣΗ 14"
30679,1,26,4,"Rruget me ngrica jane me shpesh te reshqiteshme:","0","0","ΠΡΟΣΦΥΣΗ 15"
30680,1,26,4,"Pas nje periudhe te gjate thatesire, rruga eshte e mundur te jete me e rreshqitshme:","0","0","ΠΡΟΣΦΥΣΗ 17"
30681,1,26,4,"Ndjeni se rrotat e pasme te automjetit tuaj rreshqasin nga ana e djathte. Per te riparuar rreshqitjen do te duhet te:","0","0","ΠΡΟΣΦΥΣΗ 18"
30682,1,26,4,"Levizni ne nje rruge te drejte me shpejtesi te madhe. Cila pjese e automjetit ulet nese do te ngadalesoni befasisht shpejtesine:","0","0","ΠΡΟΣΦΥΣΗ 22"
30683,1,12,4,"Ne nje tatepjete te madhe me e preferueshme te:","In04","0","ΒΟΥΝΟ 04"
30684,1,24,4,"Menyra e drejte qe te parkoni automjetin tuaj ne vend te pjerret eshte:","0","0","ΒΟΥΝΟ 08"
30685,1,24,4,"Si, siguron dikush kundrejt rrokullisjes ne tatepjete, nje autoveture me kamjo mekanike marshash (shpejtesish):","0","0","ΒΟΥΝΟ 11"
30686,1,24,4,"Drejtimi i automjetit ne terren malor eshte me pak e lodhshme:","0","0","ΒΟΥΝΟ 12"
30687,1,24,4,"Perse nuk duhet te hiqni freksionin dhe te fikni njekohesisht motorin, kur drejtoni ne tatepjete me gjatesi te madhe nje automjet i cili ka sistem ndihmes ne timon edhe tek frenat:","0","0","ΒΟΥΝΟ 13"
30688,1,24,4,"Terhiqni me autoveturen tuaj nje rimorkjo i cili nuk ka frena te tij, ne nje tatepjete te befasishme me gjatesi te madhe. Si duhet te veproni:","0","0","ΒΟΥΝΟ 15"
30689,1,2,4,"Kur ndjeheni i lodhur:","Ith02","0","ΚΟΥΡΑΣΗ 02"
30690,1,18,4,"Si veproni kur ndersa drejtoni automjetin naten ne rruge te lire, ndjeni simptoma  lodhjeje (pergjumesi, dridhje, befasim) :","0","0","ΚΟΥΡΑΣΗ 04"
30691,1,27,4,"Me cilen menyre eshte e mundur te evitohet lodhja kur drejtojme automjetin per shume ore:","0","0","ΚΟΥΡΑΣΗ 05"
30692,1,18,4,"Kur duhet te niset shoferi per nje udhetim te gjate:","0","0","ΚΟΥΡΑΣΗ 07"
30693,1,27,4,"Te ndihmoni nje person i cili gjendet ne rrezik, do te thote te rrini prane tij per ti ofruar ndihme:","0","0","ΑΤΥΧΗΜΑ 06"
30694,1,27,4,"Ne darke kujdeseni per te shquar nje aksident:","0","0","ΑΤΥΧΗΜΑ 07"
30695,1,27,4,"Ne menyre qe te therrisni shpejt per ndihme:","0","0","ΑΤΥΧΗΜΑ 08"
30696,1,27,4,"Kur nuk ju mbulon kontrata e siguracionit:","0","0","ΑΤΥΧΗΜΑ 09"
30697,1,200,4,"Ne rastin e shkeljes se ikjes, rrezikoni:","0","0","ΑΤΥΧΗΜΑ 10"
30698,1,27,4,"Kryeni shkeljen e ikjes. Kjo tregon se:","0","0","ΑΤΥΧΗΜΑ 11"
30699,1,27,4,"Kryeni shkeljen e ikjes tregon se:","0","0","ΑΤΥΧΗΜΑ 12"
30700,1,27,4,"SI duhet te veproni mbas nje aksidenti me nje kafshe ( p.sh. me nje qen):","0","0","ΑΤΥΧΗΜΑ 13"
30701,1,27,4,"Siguracioni i automjeteve eshte i detyrueshem:","0","0","ΑΤΥΧΗΜΑ 14"
30702,1,27,4,"Siguracioni i paket  dhe i detyrueshem per te  <<tretet>> mbulon:","0","0","ΑΤΥΧΗΜΑ 15"
30703,1,27,4,"Kryeni shkeljen e ikjes do te thote se:","0","0","ΑΤΥΧΗΜΑ 16"
30704,1,27,4,"Ne rastin e nje aksidenti serioz:","0","0","ΑΤΥΧΗΜΑ 17"
30705,1,19,4,"Jini implikuar ne nje aksident automobilistik me deme materjale. Cilet jane detyrimet tuaja:","0","0","ΑΤΥΧΗΜΑ 18"
30706,1,19,4,"Tek cili Sherbim jini i detyruar te njoftoni aksidentin ne te cilin u implikuat dhe nga i cili u shkaktua vdekja ose demtimi trupor:","0","0","ΑΤΥΧΗΜΑ 20"
30707,1,28,4,"Nuk mundeni te vendosni tek automjeti  juaj:","0","0","ΣΥΝΤΗΡΗΣΗ 21"
30708,1,28,4,"Nuk rekomandohet te vendosni ne automjetin tuaj:","0","0","ΣΥΝΤΗΡΗΣΗ 22"
30709,1,28,4,"Persa i perket nivelit te lubrifikantit ne kutine e shpejtesive:","0","0","ΣΥΝΤΗΡΗΣΗ 23"
30710,1,28,4,"Ballancimi dhe nivelimi i rrotave jane procese pune te cilat mund ti kryeje vete shoferi:","0","0","ΣΥΝΤΗΡΗΣΗ 24"
30712,1,28,4,"Nje llambe ka afat te pakufizuar ekzistence.","0","0","ΣΥΝΤΗΡΗΣΗ 26"
30713,1,28,4,"Nje drejtpeshim i keq:","0","0","ΣΥΝΤΗΡΗΣΗ 27"
30714,1,28,4,"Drejtvijezimi i keq i rrotave shkakton:","0","0","ΣΥΝΤΗΡΗΣΗ 28"
30715,1,28,4,"Cili eshte shkaku i veshtiresise se perdorimit te timonit kur automjeti eshte ne Ievizje:","0","0","ΣΥΝΤΗΡΗΣΗ 29"
30716,1,28,4,"Gomat e te njejtit aks (bosht) duhet te kene te njejtin presion ajri:","0","0","ΣΥΝΤΗΡΗΣΗ 31"
30717,1,28,4,"Ne cilen aresye mund te dedikohet lekundja (shoshitja) e timonit ne shpejtesi te madhe:","0","0","ΣΥΝΤΗΡΗΣΗ 32"
30718,1,28,4,"Nese motori eshte mbingrohur per aresye te mungeses se lengut ftohes. Si duhet te veproni:","0","0","ΣΥΝΤΗΡΗΣΗ 34"
30719,1,28,4,"Kur ndezesi (motorinua) nuk niset, cili mund jete shkaku i mundshem:","0","0","ΣΥΝΤΗΡΗΣΗ 35"
30720,1,28,4,"Cfare demi mund te shkaktoje nje termostat i cili mbetet i mbyllur per aresye te demtimit:","0","0","ΣΥΝΤΗΡΗΣΗ 36"
30721,1,28,4,"Ne cfare kohe dhe sa here duhet te kontrolloni presionin e ajrit te gomave te automjetit tuaj:","0","0","ΣΥΝΤΗΡΗΣΗ 37"
30723,1,28,4,"Cila eshte pasoja e nje filtri ajri te papastert:","0","0","ΣΥΝΤΗΡΗΣΗ 39"
30724,1,28,4,"Kur lejohet te qarkulloni ne rruget publike me nje mjet te mekanizuar:","0","0","ΣΥΝΤΗΡΗΣΗ 40"
30725,1,28,4,"Ku dedikohet tymi me ngjyre blu i cili del nga skapamentua i automjetit qe djeg benzine:","0","0","ΣΥΝΤΗΡΗΣΗ 41"
30726,1,28,4,"Kur miza (motolinua) nuk ndizet cili nga shkaqet qe pasojne eshte me i mundshem:","0","0","ΣΥΝΤΗΡΗΣΗ 42"
30727,1,28,4,"Cila eshte pasoja e zakonshme kur nuk punon mire ventilatori:","0","0","ΣΥΝΤΗΡΗΣΗ 44"
30728,1,28,4,"Ne cilat rrota te automjetit duhet te preferoni te perdorni gomat e reja:","0","0","ΣΥΝΤΗΡΗΣΗ 45"
30729,1,28,4,"Cilen pasoje, ka kryesisht lirimi i rripit te transmisionit te pompes se ujit ftohes:","0","0","ΣΥΝΤΗΡΗΣΗ 46"
30731,1,28,4,"Si do te konceptoni se skapamentua e automjetit tuaj duhet te zevendesohet:","0","0","ΣΥΝΤΗΡΗΣΗ 48"
30732,1,28,4,"Cfare eshte shumfishuesi:","0","0","ΣΥΝΤΗΡΗΣΗ 50"
30733,1,28,4,"Ku perdoret friksioni:","0","0","ΣΥΝΤΗΡΗΣΗ 51"
30734,1,28,4,"Kur demtohet bateria ( akumulatori):","0","0","ΣΥΝΤΗΡΗΣΗ 52"
30735,1,28,4,"Ne rastin ku digjet nje sigurese e zevendesoni.","0","0","ΣΥΝΤΗΡΗΣΗ 53"
30736,1,29,4,"Si do te verifikoni nese funksionojne rripat automatike te sigurimit:","0","0","ΣΥΝΤΗΡΗΣΗ 54"
30737,1,29,4,"Neqoftese konstatoni se nuk ndizet llamba e njerit prej prozhektoreve te dritave te automjetit tuaj, me pare duhet te kontrolloni:","0","0","ΣΥΝΤΗΡΗΣΗ 55"
30738,1,29,4,"Per cfare qellimi perdoren frenat e (parkimit) te dores:","0","0","ΣΥΝΤΗΡΗΣΗ 57"
30739,1,29,4,"Si e kuptoni kryesisht se nuk punon ventilatori:","0","0","ΣΥΝΤΗΡΗΣΗ 58"
30740,1,29,4,"Cili eshte objekti (qellimi) i Termostatit:","0","0","ΣΥΝΤΗΡΗΣΗ 59"
30741,1,29,4,"Cfare duhet te beni kur ndizet llamba e presionit te vajit te motorit kur ky eshte ne Ievizje:","0","0","ΣΥΝΤΗΡΗΣΗ 60"
30742,1,29,4,"Cfare duhet te kene gomat e aksit te njejte:","0","0","ΣΥΝΤΗΡΗΣΗ 61"
30743,1,29,4,"Gjate levizjes se automjetit, verrehet se ky devijon nga drejtimi ne njeren ane. Cili eshte shkaku i mundshem:","0","0","ΣΥΝΤΗΡΗΣΗ 62"
30744,1,29,4,"Konstatoni se nje gome e automjetit tuaj ka humbur ajer dhe duhet te zevendesoni rroten me gomen rezerve. Si i lironi bullonat me te cilat eshte shtrenguar e mbahet rrota:","0","0","ΣΥΝΤΗΡΗΣΗ 63"
30745,1,29,4,"Cfare lloji gomash duhet te vendosni tek automjeti juaj:","0","0","ΣΥΝΤΗΡΗΣΗ 64"
30746,1,29,4,"Nese ne nje qark elektrik ( p.sh. te dritave) te automjetit tuaj , eshte djegur siguresa cfare duhet te beni:","0","0","ΣΥΝΤΗΡΗΣΗ 66"
30747,1,29,4,"Kur ne nje automjet ka mungese lengu ftohes ne radiator ose eshte i prere apo i liruar rripi i ventilatorit ose ka mungese vaji ne motor, cili eshte treguesi qe duhet te verreni ne organet e automjetit:","0","0","ΣΥΝΤΗΡΗΣΗ 67"
30748,1,29,4,"Kryesisht gjate periudhes se dimrit, per te shmangur plasaritjen e motorit, cfare lengu ftohes duhet ti hidhni radiatorit te motorit:","0","0","ΣΥΝΤΗΡΗΣΗ 68"
30749,1,29,4,"Kur nga treguesit e organeve konstatoni mbinxehje te motorit , cilet nga shkaqet qe vijojne me poshte jane te mundshme:","0","0","ΣΥΝΤΗΡΗΣΗ 69"
30750,1,29,4,"Kur motori i nje automjeti paraqet nderprerje gjate punes se tij dhe kjo nderprerje nuk vjen nga mungesa e benzines, cili nga shkaqet qe vijojne me poshte eshte me i mundur:","0","0","ΣΥΝΤΗΡΗΣΗ 70"
30751,1,29,4,"Ne rastin se do te konstatoni se leva e frenave te kembes paraqet elasticitet te madh, cilat nga shkaqet e meposhteme jane me te mundshmet:","0","0","ΣΥΝΤΗΡΗΣΗ 71"
30752,1,29,4,"Perse duhet te kontrolloni rregullisht sasine e nivelit te vajit te motorit.","0","0","ΣΥΝΤΗΡΗΣΗ 72"
30753,1,201,4,"Ne sa kohe duhet te behet kontrolli periodik teknik i autovetures se perdorimit privat:","0","0","ΣΥΝΤΗΡΗΣΗ 74"
30754,1,29,4,"Kur jini duke drejtuar automjetin, konstatoni befasisht se disa nga dritat e automjetit tuaj nuk ndizen, cfare ndodh:","0","0","ΣΥΝΤΗΡΗΣΗ 75"
30755,1,29,4,"Tek modeli i gomes 175/ 70 R15 87T madhesia 15 cfare deklaron:","0","0","ΣΥΝΤΗΡΗΣΗ 78"
30756,1,29,4,"Gomat e automjetit tuaj jane harxhuar (konsumuar) shume ne qender te tabanit. Shkaku me i mundshem eshte se:","0","0","ΣΥΝΤΗΡΗΣΗ 80"
30757,1,29,4,"Kur nga treguesit e tabIos, konstatoni mbingrohje te motorit, cili nga shkaqet e meposhtme eshte i mundshem:","0","0","ΣΥΝΤΗΡΗΣΗ 81"
30758,1,29,4,"Sic jini duke drejtuar automjetin verreni se treguesi i temperatures se automjetit tuaj shenon nje shtim te shpejte te temperatures. Shkaku me i mundshem per kete eshte:","0","0","ΣΥΝΤΗΡΗΣΗ 82"
30759,1,29,4,"Nxjerja e tymit nga nje motor me nafte i nje autoveture mund te shkaktohet nga:","0","0","ΣΥΝΤΗΡΗΣΗ 83"
30760,1,29,4,"Cfare ndodh kur drejtoni automjetin me presion shume te vogel te gomave:","0","0","ΣΥΝΤΗΡΗΣΗ 84"
30761,1,29,4,"Kush eshte pergjegjes per gjendjen e mire te qarkullimit te nje automjeti i cili ka leje qarkullimi:","0","0","ΣΥΝΤΗΡΗΣΗ 87"
30762,1,29,4,"Cfare mund te ndodhe kur rrotat e te njejti aks (bosht) paraqesin frenim jo te njejte:","0","0","ΣΥΝΤΗΡΗΣΗ 88"
30763,1,27,4,"Duhet ti bini burise:","0","0","ΕΚΤΑΚΤΑ Α 02"
30764,1,27,4,"Kini detyrimin te jini vazhdimisht te kujdesshem dhe te kini respekt reciprok per shoferet e tjere. Cfare tregon kjo:","0","0","ΕΚΤΑΚΤΑ Α 03"
30765,1,27,4,"Si veproni nese, ndersa  drejtoni automjetin tuaj me dritat e medha te ndezura, befas shfaqen kafshe te egra ne thellesi te rruges qe ndriconi:","0","0","ΕΚΤΑΚΤΑ Α 04"
30766,1,27,4,"Ne rast nevoje te jashtzakoneshme, mundeni te perdorni motorinon e levizshem per te cuar perpara apo mbrapa disa metra automjetin tuaj:","0","0","ΕΚΤΑΚΤΑ 06"
30767,1,27,4,"Rimorkjimi  i rastesishem (rethanor) i automjetit tjeter:","0","0","ΕΚΤΑΚΤΑ 07"
30768,1,23,4,"Stabiliteti i automjetit tuaj mund te ndikohet nga ererat anesore. Kjo gje eshte me e mundur kur drejtoni automjetin ne:","0","0","ΕΚΤΑΚΤΑ 08"
30769,1,23,4,"Kur drejtoni automjetin tuaj te ngarkuar rende presioni i gomave tuaja duhet te jete:","0","0","ΕΚΤΑΚΤΑ 09"
30770,1,27,4,"Ne rastin e demtimit te sistemit te frenave (frenimit):","0","0","ΕΚΤΑΚΤΑ 10"
30771,1,24,4,"Ne rast se ndaleni per arsye te difektit mbi nje kalim hekurudhor te sheshte, veprimi i pare i juaj eshte te:","0","0","ΕΚΤΑΚΤΑ 11"
30772,1,27,4,"Ne rruge brenda rajoneve te banuara trekendeshi qe paralajmeron duhet te vendoset prapa automjetit ne:","0","0","ΕΚΤΑΚΤΑ 12"
30773,1,27,4,"Do te duhet te kontrolloni frenat mbasi kini kaluar me automjetin ne ujrat e ndenjura sepse:","0","0","ΕΚΤΑΚΤΑ 13"
30774,1,27,4,"Udhetoni me shpejtesi 100 km/h ne nje seksion rruge te drejte e te lire. Nje nga gomat pelcet dhe automjeti juaj fillon te lekundet. Atehere duhet te:","0","0","ΕΚΤΑΚΤΑ 14"
30775,1,27,4,"Automjeti i juaj per aresye avarie mbeti ne nje rruge provinciale. Cfare duhet te kini kujdes gjate rimorkimit:","0","0","ΕΚΤΑΚΤΑ 15"
30776,1,27,4,"Ne rast se automjeti juaj merr zjarr:","0","0","ΕΚΤΑΚΤΑ 17"
30777,1,27,4,"Sistemi i cbllokimit te rrotave << ABS >>:","0","0","ΕΚΤΑΚΤΑ 18"
30778,1,27,4,"Ne rruget te cilat jane jashte rajoneve te banuara te cilat nuk jane rruge automobilistike ose rruge me shume shpejtesi, trekendeshi paralajmerues vendoset ne pjesen e pasme te automjetit te pakten ne:","0","0","ΕΚΤΑΚΤΑ 19"
