AQCod,AAA,ALect,ACorr,ASound
30796,1,"Gjithmone.",1,"0"
30796,3,"Ne rastin e pamjes se kufizuar.",0,"0"
30796,2,"Vetem naten.",0,"0"
30797,1,"24 oreve.",1,"0"
30797,3,"7 diteve.",0,"0"
30797,2,"48 oreve.",0,"0"
30798,3,"Ne rastin e instalimit te radios.",0,"0"
30798,1,"Ne rastin e vendosjes se skares (per bagazh).",0,"0"
30798,2,"Ne rastin e ndryshimit te ngjyres.",1,"0"
30799,1,"Ne rastin kur per shkak te riparimit te shasise numri i vizuar i shasise mundet te mos duket.",1,"0"
30799,2,"Ne rastin kur vendosni rripa sigurues ne ndenjeset e pasme.",0,"0"
30800,1,"50%.",0,"0"
30800,2,"70%.",0,"0"
30800,3,"90%.",1,"0"
30801,1,"Te drejtoni automjetin me kujdes dhe te lini gazin ne kohe.",1,"0"
30801,3,"Te drejtoni automjetin me numrin me te vogel te xhirove.",0,"0"
30801,2,"Te drejtoni automjetin me numrin maksimal te xhirove.",0,"0"
30802,2,"Te hapni pak dritaren anesore gjate ecjes se automjetit tuaj.",0,"0"
30802,1,"Me presionin normal te gomave te automjetit tuaj.",1,"0"
30803,2,"Duke shfrytezuar sa me shume te jete e mundur numrin e xhirove per cdo lidhje me kutine e shpejtesive.",0,"0"
30803,1,"Duke mos shtuar ne menyre te befasishme shpejtesine dhe duke mos frenuar pa asnje shkak.",1,"0"
30804,3,"Nga tymi i zi i skapamentos.",1,"0"
30804,2,"Nga tymi blu i skapamentos.",0,"0"
30804,1,"Nga tymi i bardhe i skapamentos.",0,"0"
30805,2,"Sa here qe ndaloni ne nje tabele rrugore STOP.",0,"0"
30805,1,"Kur qendroni i ndalur per mjaft kohe ne nje konfuzion pengues qarkullimi.",1,"0"
30806,2,"Te drejtoni automjetin me parashikim qe te evitoni pershpejtimet e teperta ose frenimin pa qellim.",1,"0"
30806,1,"Te shkelni gazin kur eshte i ndezur feneri i kuq i semaforit dhe te frenoni menjehere kur afroheni shume afer tek semafori.",0,"0"
30807,1,"Rruge te shkurtra sic deri tek kiosku i lagjes tuaj.",1,"0"
30807,2,"Itinerare ne rruge me levizje te vogel.",0,"0"
30808,1,"Po te mbyllni radion.",0,"0"
30808,2,"Po te nderprisni funksionin e motorit.",1,"0"
30809,1,"Te perdorni mjete te transportit publik.",1,"0"
30809,2,"Te perdorni automjetin tuaj akoma edhe kur mund te perdorni mjetet e transportit publik.",0,"0"
30810,2,"Te perdorni automjetin tuaj per cdo lloj itinerari.",0,"0"
30810,1,"Gjate kohes qe blini automjetin te merrni parasysh sa karburant harxhon.",1,"0"
30811,1,"Te ngisni automjetin duke pasur numer te madh xhirosh ne motor.",0,"0"
30811,3,"Te mbani zgaren mbi kabine kur ajo nuk ju duhet.",0,"0"
30811,2,"Te fikni motorin kur duhet te prisni per shume kohe.",1,"0"
30812,1,"Nderrim ne kohe i shpejtesise duke vene menjehere shpejtesine me te madhe.",1,"0"
30812,2,"Drejtim i automjetit duke harxhuar numrin e xhirove te cdo marshe (te kamjos).",0,"0"
30812,3,"Shtim ne kohe te shpejtesise ne kamjo, para fillimit te perpjetes.",0,"0"
30813,2,"Kur drejtojme automjetin me numrin maksimal te xhirove te motorit.",1,"0"
30813,1,"Kur drejtojme automjetin me filter ajri te ri.",0,"0"
30813,3,"Kur drejtojme automjetin pa ngarkese te tepert.",0,"0"
30814,2,"Pershpejtime te shpeshta dhe frenime.",1,"0"
30814,3,"Ecje konstante.",0,"0"
30814,1,"Nisje normale.",0,"0"
30815,1,"Te evitoni te drejtoni automjetin pa aresye serioze.",1,"0"
30815,2,"Te drejtoni automjetin sa te jete e mundur me sa me shume xhiro.",0,"0"
30816,1,"UI konsumimin e lendeve djegese, permireson drejtimin me siguri dhe eshte ne te miren e ambientit (mbron ambientin nga ndotja).",1,"0"
30816,2,"Shton amortizimin e automjetit.",0,"0"
30817,2,"Me pak sepse duhet te drejtoni automjetin me shume me shpejtesi te vogla.",0,"0"
30817,1,"Me shume sepse duhet te pershpejtoni dhe te frenoni shpesh here.",1,"0"
30818,3,"Shoferim me i sigurte.",0,"0"
30818,1,"Rendimi i ambientit ulet.",0,"0"
30818,2,"Konsumimi i lendes djegese dhe nxjerja e substancave te demshme shtohen.",1,"0"
30819,2,"Tek vendi i bagazheve( Port bagazh).",1,"0"
30819,1,"Mbi zgare ne tavan te autovetures.",0,"0"
30819,3,"Ne nje karoce te rimorkiuar per bagazhe.",0,"0"
30820,2,"Pasi shkaktohet shume zhurme e cila bezdis te tjeret.",1,"0"
30820,1,"Pasi pjese te skapamentos mund te bien ne rruge.",0,"0"
30821,1,"JO.",0,"0"
30821,3,"Varet nga automjeti.",0,"0"
30821,2,"PO.",1,"0"
30822,2,"Sepse me kete menyre shtohet shume konsumimi i karburantit dhe ndotja e ajrit.",1,"0"
30822,1,"Sepse me kete menyre shtrengohet shume rripi i sigurimit.",0,"0"
30823,3,"Emetohen ( dalin) nga automjeti substanca te shtuara ndotese te ambientit.",1,"0"
30823,2,"Shtohet ne menyre te rendesishme fuqia e motorit.",0,"0"
30823,1,"Asgje.",0,"0"
30824,1,"Jo, sepse nuk ndaloi para vijes se vecante te nderprerjes se ecjes tek kalimi i kembesoreve.",1,"0"
30824,2,"Po, ndaloi ne pike mbi kalimin me qellim qe, shoferi te  kontrolloje nese vijne automjete nga krahu i djathte.",0,"0"
31001,2,"Po, por me kujdes dhe me shpejtesi te vogel.",0,"0"
31001,3,"Po, por mjafton te vini kasken mbrojtese ne koke.",0,"0"
31001,1,"Jo, se me renien me te vogel do te pesoni demtime serioze trupore.",1,"0"
31003,2,"80 km/h.",0,"0"
31003,1,"70 km/h.",1,"0"
31003,3,"100 km/h.",0,"0"
31006,2,"70 km/h.",1,"0"
31006,3,"90 km/h.",0,"0"
31006,1,"110 km/h.",0,"0"
31008,1,"75 % rrota e pare dhe 25 % rrota e pasme.",1,"0"
31008,2,"50 % rrota e pare dhe 50 % rrota e pasme.",0,"0"
31008,3,"25 % rrota e pare dhe 75 % rrota e pasme.",0,"0"
31009,3,"Kaq distance sa mbani edhe ne rruge te thate.",0,"0"
31009,1,"Ne nje distance qe ju e gjykoni te sigurte.",0,"0"
31009,2,"Dyfish perafersisht ne krahasim me rrugen e thate.",1,"0"
31010,3,"Ecni mbi kete seksion se ka pershtatje me te mire.",1,"0"
31010,1,"I shmangeni ketij seksioni te rruges.",0,"0"
31010,2,"Nuk i jipni rendesi.",0,"0"
31011,1,"Te njejtin model me ate qe ju rekomandon nje nga miqte tuaj i cili eshte edhe ai drejtues motociklete.",0,"0"
31011,2,"Cilindo model mjafton qe te vidhoset mire.",0,"0"
31011,3,"Model te njejte ose korrespondues me ate qe percakton konstruktori.",1,"0"
31013,3,"Shume e liruar qe te mos djersije koka.",0,"0"
31013,1,"Ne menyre te vecante e shtrenguar qe te mos dale ne rast perplasje.",0,"0"
31013,2,"Te pershtatet mire pa shtrenguar koken.",1,"0"
31015,1,"Nje biciklete.",0,"0"
31015,2,"Nje motociklete tjeter.",0,"0"
31015,3,"Asnje nga te dy.",1,"0"
31016,1,"Cismet dhe dorezat.",0,"0"
31016,3,"Rripi i mezit dhe kaska.",0,"0"
31016,2,"Akseleratori (pershpejtuesi) dhe celsi i dritave.",1,"0"
31017,3,"100 km/h.",0,"0"
31017,1,"70 km/h.",0,"0"
31017,2,"90 km/h.",1,"0"
31018,2,"Kaloni me gaz te mbyllur dhe me timonin stabel me ecje te drejte.",1,"0"
31018,1,"Perpiqeni ti shmangeni me cdo menyre.",0,"0"
31018,3,"Shtoni shpejtesine dhe kaloni me nxitim njollen.",0,"0"
31019,3,"Mbetet konstante.",0,"0"
31019,1,"Zvogelohet.",1,"0"
31019,2,"Shtohet.",0,"0"
31020,1,"Pak me siper timonit.",0,"0"
31020,3,"Ne lartesine e pellembes se hapur te shoferit kur mbeshtetet ne timon.",1,"0"
31020,2,"Pak me poshte timonit.",0,"0"
31021,3,"Jo, sepse kjo eshte e rrezikshme.",1,"0"
31021,2,"Jo, pasi aksidenti me motociklete nuk ka pasoja te papelqyeshme per shoferin e saj.",0,"0"
31021,1,"Po, sepse eshte e ligjshme.",0,"0"
31022,3,"Ne ato pozicione te cilet nuk mbulohen nga pasqyrat e automjetit.",1,"0"
31022,2,"Pikerisht pas automjetit.",0,"0"
31022,1,"Majtas automjetit.",0,"0"
31023,3,"Modelin qe ka rrjedhshmerine qe percakton konstruktori dhe e nderroni ne intervale te rregullta sipas atyre qe percaktojne konstruktoret e vajrave  dhe te motocikletes.",1,"0"
31023,2,"Modelin qe percakton konstruktori dhe e nderroni ne cdo 1000 km.",0,"0"
31023,1,"Modelin qe percakton konstruktori dhe nderroni vajra kur  konceptoni se mbingrohet motori.",0,"0"
31024,3,"Hedhja e tij nga motocikleta.",0,"0"
31024,1,"Veshja e pershtatshme dhe kaska e posacme mbrojtese.",1,"0"
31024,2,"Volumi i vogel i motocikletes.",0,"0"
31025,2,"Nuk eshte e imponuar te kete drita te ecjes perpara.",0,"0"
31025,3,"Vetem drita kryqezuese.",0,"0"
31025,1,"Deri dy drita te ecjes te vendosura ne menyre simetrike njera afer tjetres.",1,"0"
31026,1,"60 km/h.",0,"0"
31026,3,"120 km/h.",1,"0"
31026,2,"75 km/h.",0,"0"
31027,2,"Sapo te kaloni vijat e kalimit te kembesoreve.",0,"0"
31027,3,"Pikerisht para vijave te kalimit te kembesoreve.",1,"0"
31027,1,"Mbi vijat e kalimit te kembesoreve.",0,"0"
31028,1,"Te mbaje timonin me te dy duart, me perjashtim nese jep shenje sipas dispozitave te Kodit te Qarkullimit Rrugor.",1,"0"
31028,2,"Te mbaje timonin me doren e djathte.",0,"0"
31028,3,"Te mbaje timonin me doren e majte.",0,"0"
31029,2,"Pikerisht pas tij.",1,"0"
31029,3,"Djathtas dhe nga mesi i gjatesise dhe prapa.",0,"0"
31029,1,"Majtas dhe nga mesi i gjatesise se tij dhe pas.",0,"0"
31030,2,"Ndaloni te drejtoni motocikleten deri sa te qetesoheni.",1,"0"
31030,1,"Shtoni shpejtesi dhe beheni indiferent per gjendjen tuaj.",0,"0"
31030,3,"Drejtoni motocikleten me shpejtesi te ulet.",0,"0"
31031,3,"Jo, sepse keshtu ulin pamjen e shofereve te automjeteve te  tjere.",0,"0"
31031,1,"Po, se keshtu behet me i dukshem nga shoferet e automjeteve te tjere.",1,"0"
31031,2,"Jo, sepse shkarikohet bateria.",0,"0"
31032,3,"Ulni nje marsh.",1,"0"
31032,1,"Shkelni friksionin ne menyre qe te shtohen xhirot e motorit.",0,"0"
31032,2,"Hapni gazin deri ne fund.",0,"0"
31033,1,"Te jete mundesisht perpara dhe te ulet ne menyre qe te  influencohet me pak qendra e peshes.",1,"0"
31033,2,"Te mbeshtetet tek shasia e motocikletes.",0,"0"
31033,3,"Te jete mjaft e gjere ne menyre qe te qendrojne sa me  mire sendet qe do te ngarkohen.",0,"0"
31034,1,"Nga shoferi i motocikletes.",0,"0"
31034,3,"Vetem nga oficina riparuese e cila funksionon ligjerisht.",1,"0"
31034,2,"Nga cilido qofte qe drejton motociklete.",0,"0"
31035,2,"Nga ana e majte dhe sa me ngadale mundeni.",0,"0"
31035,1,"Nga ana e djathte ose e majte me shpejtesi te madhe.",0,"0"
31035,3,"Nga ana e majte dhe pasi beni te ditur prezencen dhe qellimin tuaj duke perdorur te gjithe shpejtesine qe dispononi.",1,"0"
31036,2,"Sepse ekziston rreziku te paguaje gjobe.",0,"0"
31036,1,"Sepse e kerkon ligji.",0,"0"
31036,3,"Sepse ne rast renie pasojat pa kasken mbrojtese mund te jene tragjike.",1,"0"
31037,2,"Te pakten 20 m. para motocikletes e ecjes perpara.",0,"0"
31037,1,"Te pakten 10 m. para motocikletes.",0,"0"
31037,3,"Te pakten 40 m. para motocikletes.",1,"0"
31038,1,"Pasi rrezikoheni te denoheni nese ju bejne alkotest.",0,"0"
31038,2,"Pasi ulet grada e reagimit tuaj.",1,"0"
31038,3,"Sepse birra permban sasi te madhe alkoli.",0,"0"
31039,2,"110 km/h.",1,"0"
31039,3,"70 km/h.",0,"0"
31039,1,"50 km/h.",0,"0"
31040,1,"Po, pasi keshtu zvogelohen korsumimi dhe temperatura e zinxhirit si edhe e ingranazheve te transmisionit te levizjes.",1,"0"
31040,2,"Jo, sepse per lubrifikimin e saj kujdeset motori.",0,"0"
31040,3,"Jo, sepse mund te dale nga ingranazhet dhe te ndalet levizja e rrotes se pasme.",0,"0"
31041,1,"Nuk ka asnje pasoje kjo shkelje.",0,"0"
31041,2,"Vetem me gjobe.",0,"0"
31041,3,"Me gjobe dhe me heqje ne vend te dokumentave te qarkullimit te motocikletes, nga organi kompetent qe verteton shkeljen.",1,"0"
31042,1,"Duhet te kontrollohet nese bateria eshte e karikuar ne menyre te mjaftueshme.",0,"0"
31042,2,"Nuk ka nevoje per kontroll.",0,"0"
31042,3,"Kontrollohet periodikisht niveli i Iengjeve dhe plotesohet me uje te distiluar.",1,"0"
31043,1,"Te bardhe.",1,"0"
31043,2,"Jeshile.",0,"0"
31043,3,"Te kuqe.",0,"0"
31044,1,"Do te kerkoni ndihmen e nje miku tuaj i cili merret rastesisht me keto probleme.",0,"0"
31044,2,"Do te kujdeseni qe ta riparoni vete.",0,"0"
31044,3,"Do te drejtoheni tek oficina e riparimit e cila funksionon ligjerisht per riparimin dhe kontrollin e funksionimit te mire.",1,"0"
